Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
CHF 79500,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,6.91,2.48,GRP,Switzerland,238
EUR 73500,Trawler,,Used boat,1994,12.0,3.8,Steel,Netherlands,99
EUR 73500,Sport Boat,Fairline power boats,Used boat,2001,9.1,3.05,PVC,Portugal,136
Â£ 66950,Sport Boat,Jeanneau power boats,new boat from stock,2020,7.34,2.44,PVC,United,46
CHF 79000,Classic,Boesch power boats,"Used boat,Unleaded",1980,5.9,2.12,Wood,Switzerland,228
EUR 73000,Flybridge,Sealine power boats,"Used boat,Diesel",1996,10.0,3.0,GRP,Croatia,99
EUR 73000,Pilothouse,AluForce power boats,new boat from stock,0,9.0,2.7,Aluminium,Germany,102
EUR 73000,Pilothouse,Rodman power boats,Used boat,2006,8.7,2.98,GRP,Spain,59
EUR 73000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.95,PVC,France,57
EUR 73000,Wakeboard/Wakesurf,Heyday power boats,"Used boat,Unleaded",2018,7.16,2.44,PVC,France,129
EUR 73000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2004,9.48,2.88,,Italy,55
EUR 73000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,8.36,2.95,PVC,France,70
EUR 73000,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2018,6.88,2.59,PVC,France,59
EUR 73000,Hardtop,,"Used boat,Diesel",2004,11.63,3.7,,Italy,85
EUR 73000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy,122
EUR 73000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy,73
EUR 73000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy,129
EUR 72500,Trawler,,Used boat,1975,14.0,4.35,Steel,Netherlands,125
EUR 72500,Trawler,Linssen power boats,Used boat,1989,11.0,3.45,Steel,Netherlands,161
EUR 72500,Classic,Rapsody power boats,Used boat,2001,8.74,2.45,Wood,Netherlands,140
EUR 72200,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.12,2.79,PVC,Spain,93
CHF 78000,Trawler,Z-Yacht power boats,"Used boat,Diesel",1988,11.0,3.4,Steel,Switzerland,251
CHF 78000,Motor Yacht,Riva power boats,"Used boat,Unleaded",1967,5.7,2.2,Wood,Switzerland,875
EUR 72050,Pilothouse,Galia power boats,"new boat from stock,Unleaded",2018,6.82,2.51,GRP,Switzerland,280
DKK 536000,Sport Boat,Yamarin power boats,new boat from stock,2019,6.0,2.0,,Denmark,76
EUR 72000,Flybridge,Bayliner power boats,"Used boat,Diesel",1993,11.0,3.85,GRP,Germany,151
EUR 72000,Fishing Boat,Jeanneau power boats,"Used boat,Diesel",2007,9.76,3.16,PVC,France,131
EUR 72000,Wakeboard/Wakesurf,Glastron power boats,"new boat from stock,Unleaded",2019,6.8,2.54,,Switzerland,303
EUR 72000,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2014,9.3,2.59,GRP,Italy,193
EUR 72000,Flybridge,Faeton power boats,Used boat,2006,9.83,3.36,,Italy,43
EUR 72000,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.13,2.5,PVC,France,26
EUR 72000,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2019,6.24,2.44,PVC,France,67
EUR 72000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2008,9.96,3.38,GRP,Italy,82
EUR 72000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,12.0,3.5,,Italy,138
EUR 72000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,10.6,3.53,GRP,Spain,116
EUR 72000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,10.98,3.49,GRP,Italy,110
EUR 72000,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2011,7.95,2.99,,France,99
EUR 72000,Flybridge,Bayliner power boats,"Used boat,Diesel",1994,11.0,3.7,GRP,Germany,199
EUR 72000,Classic,Chris Craft power boats,"Used boat,Diesel",1973,10.3,3.9,GRP,Finland,143
EUR 72000,Sport Boat,Crownline power boats,"Used boat,Unleaded",2014,7.99,2.5,GRP,Germany,269
EUR 71900,Cabin Boat,Flipper power boats,"new boat on order,Unleaded",2020,6.74,2.46,GRP,Spain,65
EUR 71900,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.71,2.54,PVC,France,42
EUR 71900,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,7.15,2.54,GRP,Germany,168
EUR 71832,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,2.52,PVC,France,71
CHF 76800,Cabin Boat,DarekCo power boats,"new boat from stock,Unleaded",2020,7.98,2.54,GRP,Switzerland,143
EUR 71500,Flybridge,Azimut power boats,"Used boat,Diesel",1992,13.2,4.05,,Italy,373
EUR 71500,Classic,Apreamare power boats,"Used boat,Diesel",1999,10.09,3.3,GRP,Spain,168
EUR 71500,Pilothouse,Faeton power boats,"Used boat,Diesel",2012,8.5,2.98,PVC,Spain,100
EUR 70667,Cabin Boat,Quicksilver power boats,"new boat on order,Unleaded",0,8.91,2.98,GRP,Germany,105
CHF 76370,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.95,2.48,GRP,Switzerland,191
CHF 76240,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.88,2.55,GRP,Switzerland,299
EUR 70500,Sport Boat,Parker power boats,"Used boat,Unleaded",2016,7.5,2.5,PVC,Belgium,54
CHF 76000,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2018,6.8,2.35,GRP,Switzerland,226
Â£ 63995,Deck Boat,Ocqueteau power boats,"new boat from stock,Diesel",2017,6.91,2.64,,United,36
CHF 75831,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.2,2.6,GRP,Switzerland,254
EUR 70000,Flybridge,Bertram Yacht power boats,"Used boat,Unleaded",1985,9.99,3.81,GRP,France,19
EUR 70000,Flybridge,Ferretti power boats,Used boat,1988,11.0,3.0,,Italy,46
EUR 70000,Sport Boat,Regal power boats,"Used boat,Unleaded",2010,9.75,3.2,GRP,Italy,95
EUR 70000,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,11.45,3.8,GRP,Italy,176
EUR 70000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2004,9.99,3.08,,Italy,57
EUR 70000,"Classic,Sport Boat",Riva power boats,"Used boat,Unleaded",1970,6.55,2.33,Wood,Austria,88
EUR 70000,Flybridge,Azimut power boats,"Used boat,Diesel",1991,11.44,3.96,GRP,Italy,70
EUR 70000,Flybridge,Ferretti power boats,"Used boat,Diesel",1990,10.85,3.93,GRP,Italy,34
EUR 70000,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2010,8.5,2.99,GRP,Italy,223
EUR 70000,Deck Boat,,Used boat,2011,9.19,2.79,,Italy,99
EUR 70000,Center console boat,Baia power boats,Used boat,1990,14.0,4.66,,Italy,49
EUR 70000,Motor Yacht,Azimut power boats,"Used boat,Diesel",1986,11.3,3.96,GRP,Italy,143
EUR 70000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2003,10.36,3.35,GRP,Malta,105
EUR 70000,Pontoon Boat,Tornado power boats,"Used boat,Diesel",2001,11.5,3.85,GRP,Italy,74
EUR 70000,Trawler,Linssen power boats,"Used boat,Diesel",1997,10.1,3.45,Steel,France,110
EUR 70000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,10.8,3.48,PVC,France,81
EUR 70000,Hardtop,Sealine power boats,"Used boat,Diesel",2009,9.36,3.2,PVC,France,56
EUR 70000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.0,2.0,PVC,France,46
EUR 70000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2007,11.95,4.3,GRP,Croatia,144
EUR 70000,Pontoon Boat,Cranchi power boats,"Used boat,Diesel",2009,9.2,3.5,,Italy,99
EUR 70000,Sport Boat,,"Used boat,Diesel",1992,12.2,2.64,,Spain,52
EUR 70000,Center console boat,Riva power boats,"Used boat,Diesel",1992,11.68,3.88,GRP,Italy,71
EUR 70000,Sport Boat,Rinker power boats,"Used boat,Unleaded",2008,8.79,2.59,GRP,Croatia,48
EUR 70000,Motor Yacht,Master power boats,Used boat,2017,7.7,3.1,GRP,France,96
EUR 70000,Trawler,,"Used boat,Diesel",1992,12.8,4.1,PVC,France,96
EUR 69999,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2018,7.9,2.9,GRP,Germany,81
EUR 69999,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2019,6.6,2.5,GRP,Germany,67
EUR 69999,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,7.76,2.85,GRP,Germany,86
EUR 69995,Cabin Boat,Stickl power boats,"new boat from stock,Electric",2020,6.6,2.1,GRP,Germany,111
EUR 69990,House Boat,Technus power boats,"Used boat,Unleaded",2013,12.0,4.0,,Germany,124
EUR 69990,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,GRP,Germany,79
EUR 69990,Trawler,Succes power boats,"Used boat,Diesel",2000,9.2,3.2,Steel,Germany,154
EUR 69950,Motor Yacht,D-Boat power boats,"Display Model,Unleaded",2018,6.0,2.3,GRP,Germany,117
EUR 69950,Motor Yacht,Super van Craft power boats,Used boat,1973,12.65,3.65,Steel,Netherlands,143
EUR 69950,Cabin Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,GRP,Germany,81
EUR 69900,Motor Yacht,Sealine power boats,"Used boat,Diesel",1999,10.5,3.34,GRP,Croatia,160
EUR 69900,Pilothouse,Sting power boats,"new boat from stock,Unleaded",2018,6.02,2.52,GRP,Germany,192
EUR 69900,Flybridge,De Boarnstream power boats,Used boat,1990,11.4,3.75,,Germany,179
EUR 69900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.99,2.8,PVC,France,58
EUR 69900,Cabin Boat,Nordkapp power boats,"new boat on order,Unleaded",2019,7.1,2.57,GRP,Germany,262
EUR 69900,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1997,10.35,3.49,GRP,Croatia,82
EUR 69900,Trawler,Valkkruiser power boats,Used boat,1984,11.6,3.75,Steel,Netherlands,149
EUR 69900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,7.74,2.95,PVC,France,48
EUR 69900,House Boat,Suncamper power boats,Used boat,2018,9.5,2.98,GRP,Germany,162
EUR 69900,Cabin Boat,Nordkapp power boats,"new boat on order,Unleaded",2019,7.1,2.57,GRP,Germany,152
EUR 69900,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2013,20.13,2.92,PVC,France,153
EUR 69900,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2018,9.0,2.78,PVC,Hungary,136
EUR 69900,Cabin Boat,Invictus power boats,"Used boat,Unleaded",2019,7.45,2.45,GRP,Italy,93
EUR 69900,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,PVC,France,20
EUR 69900,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2003,9.47,2.89,GRP,Germany,352
EUR 69900,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.19,2.52,PVC,France,58
EUR 69900,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2003,9.9,3.61,PVC,France,113
EUR 69900,Motor Yacht,Galeon power boats,"Used boat,Diesel",1999,11.87,,GRP,Poland,317
EUR 69900,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2003,9.9,3.61,PVC,France,120
EUR 69900,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,7.43,2.81,GRP,Croatia,139
EUR 69900,Motor Yacht,Proficiat power boats,"Used boat,Diesel",1997,10.1,3.2,Steel,Germany,174
DKK 518000,Bowrider,Campion power boats,new boat from stock,2020,6.0,2.0,,Denmark,98
EUR 69600,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.13,2.53,,Spain,75
CHF 75142,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.2,2.6,GRP,Switzerland,237
EUR 69500,Motor Yacht,Giorgi power boats,Used boat,1989,13.88,4.2,GRP,Netherlands,218
EUR 69500,Motor Yacht,,Used boat,1997,10.7,3.6,Steel,Netherlands,95
EUR 69500,Runabout,Moonday power boats,Used boat,2003,9.44,2.59,,Netherlands,69
EUR 69500,Trawler,,Used boat,1989,11.0,3.8,Steel,Netherlands,97
EUR 69500,Trawler,Koopmans power boats,Used boat,1970,12.5,3.7,Steel,Netherlands,96
EUR 69500,Motor Yacht,,"Used boat,Diesel",1973,13.0,4.05,Steel,Netherlands,60
EUR 69500,Flybridge,,"Used boat,Diesel",1988,11.6,3.75,GRP,Germany,221
EUR 69500,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.0,2.5,GRP,Germany,84
EUR 69500,Flybridge,Birchwood power boats,"Used boat,Diesel",1989,10.3,3.7,GRP,Germany,96
EUR 69500,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.4,2.85,GRP,Germany,81
EUR 69500,Motor Yacht,Starfisher power boats,"Used boat,Diesel",2006,10.6,,,Italy,68
EUR 69500,Sport Boat,Riva power boats,"Used boat,Diesel",1995,10.3,2.55,PVC,Turkey,64
EUR 69500,Trawler,,"Used boat,Diesel",1989,10.4,3.6,Steel,Netherlands,80
EUR 69500,Runabout,,"Used boat,Diesel",2001,9.2,2.85,Wood,France,69
EUR 69500,Trawler,,Used boat,2006,9.65,3.3,Steel,Netherlands,139
EUR 69500,Trawler,,Used boat,1990,11.5,3.85,Steel,Netherlands,121
EUR 69500,Trawler,,Used boat,1982,12.0,3.85,Steel,Netherlands,98
EUR 69500,Motor Yacht,Barkas power boats,Used boat,2004,10.3,3.65,Steel,Netherlands,132
EUR 69500,Motor Yacht,Valkkruiser power boats,Used boat,1984,12.0,3.85,Steel,Netherlands,167
Â£ 63345,Pilothouse,Jeanneau power boats,new boat from stock,2020,2.41,0.86,PVC,United,67
EUR 69460,Sport Boat,Yamarin power boats,new boat from stock,2020,8.02,2.6,GRP,Germany,213
EUR 69400,Hardtop,Agder power boats,"Used boat,Diesel",2000,8.4,3.2,GRP,Germany,217
CHF 75000,"Classic,Runabout",Swiss Craft power boats,"Used boat,Unleaded",1961,6.1,2.1,Wood,Switzerland,194
CHF 75000,"Classic,Motor Yacht,Water ski",Boesch power boats,"Used boat,Unleaded",1985,5.9,2.12,Wood,Switzerland,326
CHF 75000,"Runabout,Sport Boat,Water ski",Boesch power boats,Used boat,1984,,,Wood,Switzerland,480
CHF 74900,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1965,6.07,2.2,Wood,Switzerland,350
EUR 69000,Bowrider,Regal power boats,"Used boat,Unleaded",2016,6.8,2.6,,France,86
EUR 69000,Motor Yacht,Sealine power boats,"Used boat,Diesel",1993,10.98,3.66,GRP,Croatia,195
EUR 69000,Motor Yacht,Formula power boats,"Used boat,Unleaded",1992,11.28,3.66,GRP,Germany,37
EUR 69000,Cabin Boat,Starfisher power boats,"Used boat,Unleaded",2012,9.13,2.99,GRP,Spain,88
EUR 69000,Sport Boat,Formula power boats,"Used boat,Unleaded",1992,10.26,3.66,GRP,Germany,74
EUR 69000,Flybridge,ST power boats,"Used boat,Diesel",2008,10.0,3.34,PVC,France,37
EUR 69000,Center console boat,Cranchi power boats,"Used boat,Diesel",2001,11.47,3.49,,France,129
EUR 69000,"Classic,Motor Yacht",Spertini power boats,"Used boat,Diesel",1977,18.0,5.35,Wood,Spain,227
EUR 69000,Motor Yacht,Doral power boats,"Used boat,Unleaded",2001,10.0,3.0,GRP,Croatia,82
EUR 69000,Motor Yacht,,"Used boat,Diesel",1979,13.0,3.28,Steel,Netherlands,127
EUR 69000,Sport Boat,,"Used boat,Unleaded",2009,9.45,3.05,GRP,Italy,65
EUR 69000,Sport Boat,MAS power boats,"Used boat,Diesel",2004,8.43,2.66,GRP,Italy,85
EUR 69000,Motor Yacht,MMS power boats,"Used boat,Diesel",1997,10.63,3.49,,Germany,78
EUR 69000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,8.25,2.97,,France,58
EUR 69000,Pontoon Boat,Saver power boats,Used boat,2020,9.0,2.98,GRP,Italy,81
EUR 69000,Motor Yacht,,"Used boat,Diesel",1973,10.1,3.5,,Netherlands,41
EUR 69000,Trawler,Yacht Service SP. z o.o.  power boats,"Used boat,Diesel",2009,9.0,3.0,GRP,Germany,273
EUR 69000,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2007,9.01,2.99,GRP,Germany,186
EUR 69000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2007,9.74,2.9,GRP,Spain,136
EUR 69000,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2011,10.15,2.96,GRP,Italy,349
EUR 69000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2014,8.25,2.94,PVC,Spain,85
EUR 69000,Flybridge,ST power boats,"Used boat,Diesel",2008,10.0,3.34,PVC,France,68
EUR 69000,Motor Yacht,Sealine power boats,Used boat,1996,11.3,3.7,GRP,Netherlands,127
EUR 69000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2006,9.95,3.42,PVC,France,78
EUR 69000,Sport Boat,,Used boat,2001,9.68,3.26,GRP,Italy,111
EUR 69000,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2005,9.1,3.48,GRP,Italy,329
EUR 69000,Sport Boat,Glastron power boats,"Used boat,Unleaded",2017,6.71,2.54,GRP,Germany,184
EUR 69000,Sport Boat,Formula power boats,"Used boat,Unleaded",1992,10.26,3.66,GRP,NordseekÃ¼ste,113
EUR 69000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.91,2.93,,France,65
EUR 69000,Bowrider,Regal power boats,"Used boat,Unleaded",2017,7.1,2.5,,France,140
EUR 69000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,10.2,3.25,GRP,Netherlands,142
EUR 69000,Flybridge,President power boats,"Used boat,Diesel",1991,16.07,4.5,PVC,France,231
Â£ 62495,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1992,11.89,3.63,GRP,Isle,76
EUR 68500,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.0,2.5,GRP,Germany,89
EUR 68500,Motor Yacht,Inter power boats,"Display Model,Diesel",2010,7.7,2.7,GRP,Belgium,106
EUR 68500,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,7.76,2.85,GRP,Germany,74
EUR 68500,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,13.45,3.3,,Spain,156
EUR 68500,Motor Yacht,Fairline power boats,"Used boat,Diesel",2000,9.14,3.04,Plastic,Belgium,324
EUR 68310,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,6.55,2.54,GRP,Germany,99
Â£ 62172,Pilothouse,Jeanneau power boats,new boat from stock,2020,6.91,2.57,,United,21
EUR 68000,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2009,9.2,3.0,,Italy,120
EUR 68000,Center console boat,Sessa power boats,Used boat,2006,7.49,2.9,GRP,Italy,146
EUR 68000,Motor Yacht,Yaretti power boats,"Used boat,Diesel",1992,15.0,4.0,GRP,Croatia,136
EUR 68000,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2008,9.9,2.95,GRP,Italy,150
EUR 68000,Flybridge,Posillipo power boats,"Used boat,Diesel",1976,12.4,4.29,GRP,Italy,124
EUR 68000,Flybridge,Cayman power boats,"Used boat,Diesel",2002,9.3,3.3,GRP,Croatia,69
EUR 68000,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,8.37,2.93,,France,71
EUR 68000,Flybridge,,Used boat,1992,15.0,4.0,GRP,Croatia,136
EUR 68000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1995,10.92,3.8,GRP,Italy,41
EUR 68000,Flybridge,Galeon power boats,"Used boat,Diesel",2005,9.6,3.0,GRP,Italy,380
EUR 68000,Flybridge,Ocqueteau power boats,"Used boat,Diesel",2004,9.75,3.4,,France,60
EUR 68000,Flybridge,Ferretti power boats,"Used boat,Diesel",1990,13.5,4.28,GRP,Italy,77
EUR 68000,Flybridge,Galeon power boats,"Used boat,Diesel",2005,9.6,3.0,,Italy,116
EUR 68000,Sport Boat,Gobbi power boats,"Used boat,Diesel",2000,11.2,3.5,,Italy,76
EUR 68000,Motor Yacht,Tristan power boats,"Used boat,Diesel",1995,9.2,3.0,GRP,Croatia,121
EUR 68000,Cabin Boat,Parker power boats,"Used boat,Diesel",2014,7.9,2.88,GRP,France,73
EUR 68000,Motor Yacht,Yaretti power boats,"Used boat,Diesel",1992,14.88,4.35,GRP,Croatia,153
EUR 68000,Motor Yacht,Innovazioni e Progetti power boats,Used boat,2000,11.24,3.54,GRP,Italy,238
EUR 67983,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.0,PVC,Spain,76
CHF 72900,Sport Boat,Silver power boats,"new boat from stock,Unleaded",2020,6.06,2.36,GRP,Switzerland,290
EUR 67900,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.71,2.54,GRP,Germany,161
EUR 67900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.09,2.5,PVC,France,124
EUR 67900,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,8.95,2.99,GRP,Croatia,170
EUR 67000,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2019,6.0,2.0,PVC,France,98
EUR 67000,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2018,7.42,2.54,PVC,France,105
EUR 67000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,10.25,3.2,,Italy,176
EUR 67000,Center console boat,Jeanneau power boats,Used boat,2015,8.37,2.98,PVC,France,57
EUR 67000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.6,2.94,PVC,France,88
EUR 67000,Sport Boat,Crownline power boats,"Used boat,Unleaded",2008,9.9,2.95,,Italy,67
EUR 66990,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,7.1,2.53,GRP,Germany,162
EUR 66990,Sport Boat,Regal power boats,"Used boat,Unleaded",2012,8.78,2.6,PVC,France,78
DKK 498000,Motor Yacht,Tristan power boats,Used boat,2000,9.6,3.1,GRP,Denmark,265
EUR 66900,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.42,2.54,PVC,France,29
EUR 66900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,PVC,France,23
EUR 66900,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1992,9.4,3.2,GRP,Germany,84
EUR 66900,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1995,8.45,2.85,GRP,24782,413
EUR 66800,Flybridge,Hiltergerke power boats,"Display Model,Unleaded",2015,8.4,2.5,GRP,Germany,120
EUR 66800,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,PVC,France,31
CHF 72000,Motor Yacht,Italcraft power boats,"Used boat,Diesel",1979,11.8,3.65,GRP,Switzerland,133
CHF 72000,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.23,2.55,GRP,Switzerland,381
CHF 72000,Hardtop,Bella power boats,"Used boat,Diesel",2007,8.17,2.6,GRP,Switzerland,173
CHF 72000,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",2020,7.15,2.45,GRP,Switzerland,176
CHF 72000,Bowrider,MasterCraft power boats,"Used boat,Unleaded",2005,8.61,2.9,GRP,Switzerland,617
EUR 66590,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.2,2.53,Carbon Fiber,France,39
DKK 495000,Motor Yacht,,Used boat,1986,10.35,3.2,GRP,Denmark,126
EUR 66500,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,6.8,2.55,GRP,Germany,50
EUR 66500,House Boat,,new boat from stock,2019,9.26,3.0,Steel,Netherlands,164
EUR 66500,Center console boat,Rhea power boats,new boat from stock,2019,6.9,2.5,GRP,Netherlands,71
EUR 66500,Trawler,Wicabo power boats,"Used boat,Diesel",1993,11.2,3.45,Steel,Germany,167
EUR 66410,Cabin Boat,Quicksilver power boats,"new boat on order,Unleaded",0,7.88,2.55,GRP,Germany,96
EUR 66400,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",1999,10.8,3.44,GRP,Croatia,90
EUR 66300,Deck Boat,Sessa power boats,"new boat from stock,Unleaded",2020,8.0,2.43,GRP,Italy,133
EUR 66250,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.88,2.55,GRP,Germany,109
Â£ 59950,Flybridge,Aquastar power boats,"Used boat,Diesel",1985,11.58,3.84,PVC,United,31
Â£ 59950,Motor Yacht,Sunseeker power boats,"Used boat,Unleaded",1990,11.28,3.23,GRP,United,63
DKK 489000,Sport Boat,Campion power boats,new boat from stock,2020,6.0,2.0,,Denmark,144
